BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
Land of Pizza,,445 BROADWAY,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,1/6/09 10:18,16172694442,,"(42.3594, -71.0587)"
Landmark Pizza @ North Station,,0 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,8/31/10 13:32,17819389944,26490,"(42.368114, -71.062947)"
Lanta Asian Cuisine,,38 Batterymarch,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,11/29/12 9:46,10000000000,157539,"(42.357589, -71.053939)"
LARRY J'S BBQ CAFE,,   , ,MA,,Active,FT,Eating & Drinking w/ Take Out,6/27/12 13:06,10000000000,,"(42.3594, -71.0587)"
LAS BRISAS DEL CARIBE,,194 BLUE HILL ,DORCHESTER,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16174271211,,"(42.3594, -71.0587)"
Las Vegas Express Restaurant,,1592 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,9/4/13 11:32,16173223133,156355,"(42.269621, -71.093209)"
Latinos Restaurant,,88 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/26/10 10:14,16175696162,30630,"(42.37218, -71.0364)"
LAZ CAFE,,1744 Washington,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10005360066,144421,"(42.33651, -71.07645)"
LB1,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:22,16175366683,,"(42.3594, -71.0587)"
LBG,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/27/07 19:00,10000000000,,"(42.3594, -71.0587)"
LC1/Pizza/LB2,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:15,16175366683,,"(42.3594, -71.0587)"
LC2/LY1,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:16,16175366683,156417,"(42.346723, -71.09868)"
LC4A,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:18,16175366683,,"(42.3594, -71.0587)"
Lean & Green Gourmet,,300 LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/25/09 14:42,16175671112,,"(42.3594, -71.0587)"
Lee Chen's,,473 BROADWAY,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,1/22/08 14:43,16172690061,,"(42.3594, -71.0587)"
Left Field Inseat,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,7/20/10 10:13,16175366683,156417,"(42.346723, -71.09868)"
Left Field Pantry,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/8/11 14:36,16175366683,156417,"(42.346723, -71.09868)"
LEGAL SEA FOOD,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/8/07 11:25,16175309147,,"(42.3594, -71.0587)"
Levy Premium Food Court 1,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:12,16179542100,132014,"(42.344449, -71.044821)"
Levy Premium Food Court 2,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:16,16179542100,132014,"(42.344449, -71.044821)"
Levy Premium Food Court 3,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:18,16179542100,132014,"(42.344449, -71.044821)"
Levy Premium Food Court 4,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:19,16179542100,132014,"(42.344449, -71.044821)"
Levy Premium Food Court 5,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:20,16179542100,132014,"(42.344449, -71.044821)"
LFV,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:16,16175366683,156417,"(42.346723, -71.09868)"
LIANE'S RESTAURANT,,1299 River,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173618372,116353,"(42.25587, -71.12493)"
Liberty Bell,,170 BROADWAY,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,17812338113,,"(42.3594, -71.0587)"
Liberty Mutual Berkeley (1st Fl.),,157 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,1/6/12 9:44,16173579500,342978,"(42.3594, -71.0587)"
LICKS CAFE,,1140 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177472712,156962,"(42.346689, -71.089011)"
Lilly Gourmet Pasta Express,,1526 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2/18/10 10:12,16174278080,170516,"(42.332278, -71.100023)"
Little Caesars,,628 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,10/25/13 10:19,18572733250,172176,"(42.284551, -71.110244)"
Little Pizza King,,389 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,7/7/07 12:16,16177877800,143534,"(42.34929, -71.15484)"
Little Steve's Pizza,,1114 Boylston,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/16/10 10:33,16172665576,157702,"(42.34677, -71.088759)"
LOLLICUP TEA ZONE,,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16176696228,157732,"(42.352411, -71.125329)"
Lorettas Last Call,,1 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172680233,156198,"(42.347312, -71.094489)"
Los Amigos Mexican Grill,,1741 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,5/24/11 14:15,10000000000,27711,"(42.28746, -71.15016)"
Los Antojitos Restaurant,,5272 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,3/11/14 8:33,10000000000,145692,"(42.25919, -71.15923)"
Los Pinos Restaurante Mexican Grill,,82 BENNINGTON ST,BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/31/08 14:25,16175671761,,"(42.3594, -71.0587)"
LUCKY BOSTON CHINESE REST.,,3096 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16174458302,144623,"(42.31506, -71.09877)"
LUCKY CAFE,,1107 DORCHESTER ,DORCHESTER,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16178229888,,"(42.3594, -71.0587)"
LUCKY'S LOUNGE,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172680233,,"(42.3594, -71.0587)"
LY4/LB4/LS4,Aramark Corporation,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:26,16175366683,156417,"(42.346723, -71.09868)"
M.G.S. Cafe Inc.,,720 HARRISON ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10006388787,,"(42.3594, -71.0587)"
Magee's Fish House,,1336 Blue Hill,MATTAPAN,MA,2126,Active,FT,Eating & Drinking w/ Take Out,4/1/09 9:45,16172987245,,"(42.3594, -71.0587)"
MAGIC WOK RESTAURANT,,1512 DORCHESTER,DORCHESTER,MA,2122,Active,FT,Eating & Drinking w/ Take Out,3/7/07 10:33,16172886388,,"(42.3594, -71.0587)"
Mama's Place,,764A Huntington,Mission Hill,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/6/14 14:20,16175661300,255810,"(42.33331, -71.10601)"
Mana Escondido Cafe,,68 Pembroke,South End,MA,2118,Active,FT,Eating & Drinking w/ Take Out,10/10/12 14:19,10000000000,341189,"(42.342688, -71.076901)"
Mandarin House Restaurant,,633 Hyde Park,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,3/19/10 15:07,16173273131,156081,"(42.278822, -71.119401)"
MANGIA MANGIA,,145 Endicott,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175231763,53806,"(42.365007, -71.057242)"
Mangia Neapolitan Pizza,,283 Old Colony,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,4/11/12 14:24,16172690330,105086,"(42.33032, -71.05288)"
Mangia Neapolitan Pizzeria,,537 Columbus,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,11/9/12 14:39,16175943838,35917,"(42.3417, -71.08078)"
MANULIFE,,601 Congress,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,12017253568,42119,"(42.347435, -71.039879)"
MARCO POLO,,274 Summer,Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,131992,"(42.35043, -71.05007)"
Mario's Subs & Salad,,28 WARREN,ROXBURY,MA,2119,Active,FT,Eating & Drinking w/ Take Out,4/5/07 11:00,10000000000,,"(42.3594, -71.0587)"
Market Cafe,,20 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,5/3/12 10:22,16175674725,341937,"(42.3594, -71.0587)"
Maryann's Breakfast & Lunch,,223 Grove,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,10/16/07 10:42,16172598217,67418,"(42.2619, -71.15742)"
Mass Gen. Hosp./Tea Leaves & Coffee Beans,,55 Fruit,Boston,MA,,Active,FT,Eating & Drinking w/ Take Out,5/1/09 13:00,16177262520,,"(42.3594, -71.0587)"
Mass General Hospital/Blossom Cafe,,55 Fruit,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/1/09 13:24,16177262520,,"(42.3594, -71.0587)"
Mass General Hospital/Coffee Central,,55 Fruit,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/1/09 13:44,16177262520,,"(42.3594, -71.0587)"
Massachusetts Eye & Ear Infirmary (Cart),,243 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,3/24/10 14:37,16175733147,163139,"(42.362781, -71.070319)"
Massachusetts Eye & Ear@ Longwood,,800 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,8/20/12 9:56,16175733954,166438,"(42.333002, -71.107495)"
MASTER WOK,,650 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,19087568888,157899,"(42.351914, -71.055389)"
Mattapan House of Pizza,,1621 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,3/9/12 8:24,16172985810,155684,"(42.268453, -71.094131)"
MAX'S DELI CAFE,,30 BATTERYMARCH,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,,"(42.3594, -71.0587)"
MAY'S CAFE,,95 Glenville,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177821688,156708,"(42.349451, -71.135179)"
Mcdonalds,,1750 SOLDIERS FIELD,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16177839393,,"(42.3594, -71.0587)"
Mcdonalds,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,10/4/07 14:00,17815980036,,"(42.3594, -71.0587)"
Mcdonalds,,315 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,7/20/11 9:29,16175239609,171038,"(42.35705, -71.059182)"
Mcdonalds,,360 WESTERN ,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16173549027,,"(42.3594, -71.0587)"
Mcdonalds,,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,7/21/11 9:19,16173386039,331487,"(42.35582, -71.0604)"
Mcdonalds,,700 Atlantic,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173549027,156723,"(42.3594, -71.0587)"
Mcdonalds,,870 MASSACHUSETTS ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174424349,,"(42.3594, -71.0587)"
McDonald's,,1 ACCOLON ,BOSTON,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10006242840,,"(42.3594, -71.0587)"
McDonald's,,1223 Commonwealth,Allston,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175621313,156726,"(42.350727, -71.13097)"
McDonald's,,1650 VFW,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,7/30/10 8:45,10000000000,140328,"(42.264402, -71.16782)"
McDonald's,,178 Border,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/10/14 10:56,12039159525,17002,"(42.37445, -71.04028)"
McDonald's,,340 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175664888,156613,"(42.338284, -71.106989)"
McDonald's,,607 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,7/30/10 8:50,10000000000,171202,"(42.290394, -71.07187)"
McDonald's,,640 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173544027,156474,"(42.350021, -71.055941)"
McDonald's,,702 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173388033,155789,"(42.351037, -71.06269)"
McDonald's,,718 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,7/30/10 8:32,10000000000,3182,"(42.2828, -71.1131)"
MCDONALD'S #4845,,1312 HYDE PARK ,HYDE PARK,MA,2136,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173549027,,"(42.3594, -71.0587)"
McDonald's (146 Tremont St.),,146 Tremont,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,5/21/12 14:27,16178679524,136841,"(42.355186, -71.062967)"
Mcdonalds (Warren St.),,301 Warren,roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2/21/07 9:53,16175048138,,"(42.3594, -71.0587)"
MCDONALD'S REST,,500 Geneva,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16176984676,63358,"(42.29878, -71.06296)"
MCDONALDS RESTAURANT,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,4/17/07 12:42,10000000000,,"(42.3594, -71.0587)"
McDonald's Restaurant,,1614 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,17813414778,157942,"(42.268881, -71.093351)"
McDonald's Restaurant,,511 Gallivan,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/6/09 9:21,16172820070,,"(42.3594, -71.0587)"
McDonald's(3060 Washington St.),,3060 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,1/11/07 10:54,16175048138,144612,"(42.31579, -71.09794)"
MCGOO'S,,479 BROADWAY,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10005474592,,"(42.3594, -71.0587)"
MEDITERRANEAN GRILL,,281 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,17812727782,60666,"(42.35693, -71.05306)"
MEGUMI OF JAPAN,,300 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/11/07 11:26,19087568888,,"(42.3594, -71.0587)"
Men Tei,,66 Hereford,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16177342217,73018,"(42.34846, -71.08534)"
METRO SUBWAY,,31 Saint James,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172335600,155769,"(42.351109, -71.07458)"
METRO SUBWAY INC.,,203 Portland,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172335600,112332,"(42.36471, -71.06196)"
METRO SUBWAY INC.,,274 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172335600,158102,"(42.356984, -71.053548)"
METRO SUBWAY INC.,,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172335600,157146,"(42.35583, -71.0604)"
Metropolitan In Town Restaurant Bar,,277 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,5/7/10 11:05,16177310600,222443,"(42.35112, -71.07758)"
Mi Casa Tu Casa Restaurant,,299 Hancock,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,9/25/13 9:12,16179905754,165966,"(42.308104, -71.058789)"
MIKES DONUT SHOP,,500 ARBORWAY,JAMAICA PLAIN,MA,2130,Active,FT,Eating & Drinking w/ Take Out,4/4/07 14:52,16175248564,,"(42.3594, -71.0587)"
MIKES DONUTS,,1524A Tremont,ROXBURY,MA,2120,Active,FT,Eating & Drinking w/ Take Out,4/11/07 9:30,10000000000,,"(42.3594, -71.0587)"
MIKE'S PASTRY INC.,,298 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,3/9/09 8:29,16177423050,69103,"(42.36424, -71.05427)"
Mikes Vending L L C @ Constitution Beach,,4 Barnes,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,6/18/09 13:26,15089229190,8263,"(42.38588, -71.00682)"
Minina's Cafe,,430 Geneva,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,11/9/10 9:51,16172653931,63341,"(42.30059, -71.06637)"
Mirabella Pool Concession,,471 Commercial,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,6/26/13 8:49,16174384449,36766,"(42.368749, -71.055051)"
Mirisola's,,200 L STREET,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172681109,,"(42.3594, -71.0587)"
MISONO GRILL,,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177839188,157732,"(42.352411, -71.125329)"
MISONO RESTAURANT,,669 VFW,Boston,MA,2467,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173259919,156784,"(42.296579, -71.155008)"
MISONO WOK,,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16177839888,157732,"(42.352411, -71.125329)"
Mixx Frozen Yogurt,,66 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2/25/10 10:17,10000000000,20171,"(42.3524, -71.12881)"
Mixx Frozen Yogurt*,,1258 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,5/29/12 15:33,10000000000,156341,"(42.344764, -71.09583)"
MMMAC N' CHEESE,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/12/07 15:28,10000000000,,"(42.3594, -71.0587)"
MOBIDICK,,269 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172325152,156555,"(42.342178, -71.08624)"
Molina Restaurant,,130 Newmarket,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,4/1/09 13:57,16178210790,156928,"(42.330416, -71.066709)"
Momogoose (Kiosk),,89 South,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/3/12 13:24,16173089615,155646,"(42.35192, -71.05795)"
Montecristo Mexican Grill,,746 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/29/08 8:23,16172322228,76415,"(42.33363, -71.10549)"
Monumental Cupcakes @ JP Art Market,,34 South,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,1/26/09 10:04,16178036247,128821,"(42.3084, -71.11536)"
MORGAN HALL COFFEE CART,,117 Western,Boston,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173845822,156711,"(42.365174, -71.122227)"
Mr. G's,,1127 Harrison,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,4/13/12 9:27,16174421800,157231,"(42.330446, -71.08203)"
MRS. B'S CAFE,,   , ,MA,,Active,FT,Eating & Drinking w/ Take Out,1/19/11 10:48,16177835500,,"(42.3594, -71.0587)"
Mrs. Jones,,2255 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,6/12/07 9:46,16176960180,48560,"(42.27339, -71.06795)"
Mt. Olympic Pizza,,187 Wolcott,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,5/21/08 13:40,16173617070,156416,"(42.237125, -71.13227)"
Mulligans,,83 Canal,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,7/16/08 11:27,16172481520,158274,"(42.364307, -71.059631)"
MY COUSIN'S PLACE,,396 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,3/16/12 14:23,18572728371,69130,"(42.36602, -71.05296)"
My Sisters Crawfish,,272 Adams,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2/27/13 8:44,16172651100,623,"(42.299956, -71.058007)"
Mythos Pizza,,203 Bowdoin,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172829911,17677,"(42.30517, -71.06811)"
Nadina's Pizza,,481 Geneva,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/4/12 8:23,16172824800,63353,"(42.29933, -71.06479)"
NAN LING,,179 MASSACHUSETTS ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172470393,,"(42.3594, -71.0587)"
NANNING WOK,,465 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,11/19/13 8:54,16172694688,158318,"(42.335689, -71.046301)"
Natalie's Pizza,,1306 Commonwealth,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,9/12/07 13:03,16172777662,37288,"(42.348426, -71.134024)"
Navarrete Restaurant,,445 COLUMBIA,DORCHESTER,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16170000000,,"(42.3594, -71.0587)"
Neighborhoods,,96 Peterborough,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/8/12 9:13,16174072228,156955,"(42.34302, -71.099229)"
Nevilles Bakery & Restaurant,,422 Geneva,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,3/30/10 11:05,16172826446,157138,"(42.300918, -71.066929)"
NEW CHINA RESTAURANT,,869 Harrison,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175423280,,"(42.3594, -71.0587)"
New Dong Khanh Restaurant,,81 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10004269410,70064,"(42.35093, -71.06158)"
NEW ENGLAND AQUARIUM-IMAX,,240 ATLANTIC ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177205117,,"(42.3594, -71.0587)"
NEW GARDEN RESTAURANT,,746 DUDLEY,DORCHESTER,MA,2125,Active,FT,Eating & Drinking w/ Take Out,2/2/07 14:35,17818883353,,"(42.3594, -71.0587)"
NEW HO TOY,,218 OLD COLONY ,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172682285,,"(42.3594, -71.0587)"
NEW HONG KONG RESTAURANT,,14 Tremont,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177833236,157808,"(42.350431, -71.16862)"
NEW HOUSE OF TOY,,14 Hudson,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16174265587,75853,"(42.350621, -71.059903)"
New Market Pizza & Grill,,850 Massachusetts,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/22/11 10:11,16174271444,92659,"(42.33208, -71.07102)"
NEW SAIGON SANDWICH INC.,,696 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175426296,158284,"(42.351119, -71.062679)"
New York Deli,,300 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/31/07 11:40,10000000000,,"(42.3594, -71.0587)"
NEW YORK FRIED CHICKEN,,1198 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,3/19/07 11:32,16178980800,156964,"(42.283694, -71.091958)"
New York Fried Chicken,,1985 COLUMBUS AV,BOSTON,MA,2119,Active,FT,Eating & Drinking w/ Take Out,10/18/07 13:43,16174270052,,"(42.3594, -71.0587)"
New York Fried Chicken,,442 Blue Hill,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2/25/10 15:02,16174422299,156812,"(42.309591, -71.082238)"
NEW YORK FRIED CHICKEN & PIZZA,,531 Columbia,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16177873169,156840,"(42.315432, -71.06626)"
New York Fried Chicken (1251 River St.),,1251 River,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,4/16/08 15:16,18458007859,116347,"(42.25605, -71.12345)"
New York Fried Chicken and Pizza,,1581 Commonwealth,Brighton,MA,2134,Active,FT,Eating & Drinking w/ Take Out,7/7/09 8:18,16172540222,37882,"(42.344315, -71.143025)"
New York Pizza,,224 Tremont,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,8/28/07 13:48,16174892245,137458,"(42.35145, -71.06456)"
New York Sub Shop,,433 MASSACHUSETTS ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172667020,,"(42.3594, -71.0587)"
Nhu Lan Fast Food,,1155 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,2/4/11 9:43,16174741989,155879,"(42.311394, -71.058069)"
Nicholas Sub & Pizza Shop,,600 Hyde Park,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,6/22/09 11:34,16173277728,156517,"(42.280027, -71.118658)"
NICKERSON FIELD (BU),,285 BABCOCK,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173532947,,"(42.3594, -71.0587)"
NICK'S,,4590 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173278199,145305,"(42.27626, -71.13884)"
Nick's Pizza & Seafood,,467 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172691161,158159,"(42.335661, -71.04626)"
Nick's Pizza and Seafood,,1143 Blue Hill,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/7/08 9:35,16172828805,,"(42.3594, -71.0587)"
NICOLE'S PIZZA,,639 Tremont,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172669190,137830,"(42.34233, -71.07514)"
Nino's Pizza,,79 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10005233974,29192,"(42.35838, -71.07042)"
No. 1 Chinese Restaurant,,914 Morton,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,4/25/07 9:05,10000000000,97828,"(42.28072, -71.08314)"
